business_postal_code_1,inspection_id,inspection_date,inspection_score,violation_description,risk_category,neighborhoods,Current Police Districts,population,avg_income
94110,2871_20170118,January,96,Moderate risk vermin infestation,Moderate Risk,53,3,"74,633","$53,795.00 "
94118,3736_20190906,September,92,Unapproved or unmaintained equipment or utensils,Low Risk,5,8,"38,939","$61,609.00 "
94121,1973_20161013,October,69,Unapproved or unmaintained equipment or utensils,Low Risk,8,8,"42,473","$61,776.00 "
94105,7534_20170224,February,92,Inadequate dressing rooms or improper storage of personal items,Low Risk,108,6,"2,058","$88,976.00 "
94116,4671_20170117,January,98,Unclean or degraded floors walls or ceilings,Low Risk,40,10,"42,958","$66,627.00 "
94107,61989_20170627,June,67,Unclean or degraded floors walls or ceilings,Low Risk,32,1,"17,368","$61,362.00 "
94110,7661_20171127,November,83,Moderate risk vermin infestation,Moderate Risk,53,3,"74,633","$53,795.00 "
94117,63287_20170612,June,65,Food safety certificate or food handler card not available,Low Risk,26,4,"38,758","$63,983.00 "
94102,10280_20180405,April,88,Inadequate warewashing facilities or equipment,Low Risk,21,4,"28,991","$22,351.00 "
94110,2359_20170706,July,62,Inadequate and inaccessible handwashing facilities,Moderate Risk,53,3,"74,633","$53,795.00 "
94102,1741_20170412,April,90,Inadequate ventilation or lighting,Low Risk,50,6,"28,991","$22,351.00 "
94112,38258_20170808,August,75,Foods not protected from contamination,Moderate Risk,90,9,"73,104","$57,629.00 "
94111,3510_20190403,April,79,Unclean hands or improper use of gloves,High Risk,104,6,"3,335","$56,569.00 "
94102,30478_20180509,May,96,Unclean or degraded floors walls or ceilings,Low Risk,32,1,"28,991","$22,351.00 "
94110,1231_20171031,October,74,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,53,3,"74,633","$53,795.00 "
94118,36850_20180829,August,96,Unclean or degraded floors walls or ceilings,Low Risk,8,8,"38,939","$61,609.00 "
94102,2926_20170316,March,82,Unclean or degraded floors walls or ceilings,Low Risk,19,6,"28,991","$22,351.00 "
94115,7575_20190206,February,86,Unapproved or unmaintained equipment or utensils,Low Risk,101,4,"33,115","$54,879.00 "
94124,5243_20171016,October,92,Moderate risk vermin infestation,Moderate Risk,86,2,"33,170","$37,146.00 "
94110,7646_20180605,June,96,Moderate risk vermin infestation,Moderate Risk,53,3,"74,633","$53,795.00 "
94109,62708_20170104,January,90,Improper or defective plumbing,Low Risk,50,4,"56,322","$43,444.00 "
94133,438_20171010,October,84,Inadequate and inaccessible handwashing facilities,Moderate Risk,106,6,"26,827","$40,990.00 "
94110,2418_20170328,March,85,Unapproved or unmaintained equipment or utensils,Low Risk,53,3,"74,633","$53,795.00 "
94112,59651_20170810,August,81,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk,90,9,"73,104","$57,629.00 "
94102,39513_20190918,September,87,Improper food storage,Low Risk,22,4,"28,991","$22,351.00 "
94103,19003_20180821,August,82,Improper food storage,Low Risk,53,3,"23,016","$31,131.00 "
94109,2336_20170825,August,86,Unclean or degraded floors walls or ceilings,Low Risk,105,4,"56,322","$43,444.00 "
94107,38564_20170123,January,74,Inadequate dressing rooms or improper storage of personal items,Low Risk,32,1,"17,368","$61,362.00 "
94102,25153_20170308,March,86,Unclean nonfood contact surfaces,Low Risk,19,6,"28,991","$22,351.00 "
94127,1950_20171115,November,90,Moderate risk food holding temperature,Moderate Risk,46,10,"20,624","$95,313.00 "
94123,5905_20180215,February,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,17,4,"22,903","$84,710.00 "
94115,2609_20190312,March,75,Unclean or degraded floors walls or ceilings,Low Risk,103,4,"33,115","$54,879.00 "
94118,557_20180905,September,83,Improper thawing methods,Moderate Risk,5,8,"38,939","$61,609.00 "
94104,3006_20190315,March,85,Foods not protected from contamination,Moderate Risk,108,6,374,"$14,609.00 "
94102,3112_20190910,September,87,Unclean nonfood contact surfaces,Low Risk,19,6,"28,991","$22,351.00 "
94133,33198_20170908,September,87,Unclean or degraded floors walls or ceilings,Low Risk,99,6,"26,827","$40,990.00 "
94123,1323_20170531,May,94,Food safety certificate or food handler card not available,Low Risk,15,4,"22,903","$84,710.00 "
94117,5144_20180718,July,92,Improper storage of equipment utensils or linens,Low Risk,24,4,"38,758","$63,983.00 "
94133,58879_20190314,March,92,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,106,6,"26,827","$40,990.00 "
94114,315_20190723,July,94,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,38,3,"30,574","$75,727.00 "
94107,424_20180618,June,86,Unapproved or unmaintained equipment or utensils,Low Risk,54,2,"17,368","$61,362.00 "
94117,59986_20180501,May,87,Unapproved or unmaintained equipment or utensils,Low Risk,97,7,"38,758","$63,983.00 "
94110,32671_20190415,April,84,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,53,3,"74,633","$53,795.00 "
94111,7503_20161228,December,92,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,108,6,"3,335","$56,569.00 "
94118,10877_20190701,July,48,Noncompliance with Gulf Coast oyster regulation,Moderate Risk,5,8,"38,939","$61,609.00 "
94102,59828_20190820,August,55,Inadequate and inaccessible handwashing facilities,Moderate Risk,20,5,"28,991","$22,351.00 "
94110,2659_20170306,March,79,Unapproved or unmaintained equipment or utensils,Low Risk,83,9,"74,633","$53,795.00 "
94102,2925_20161207,December,88,Inadequate ventilation or lighting,Low Risk,50,6,"28,991","$22,351.00 "
94133,3529_20171213,December,83,Foods not protected from contamination,Moderate Risk,104,6,"26,827","$40,990.00 "
94105,36205_20180126,January,92,Moderate risk food holding temperature,Moderate Risk,32,1,"2,058","$88,976.00 "
94108,36786_20170208,February,82,High risk food holding temperature,High Risk,104,6,"13,716","$31,542.00 "
94127,1702_20171130,November,73,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,46,10,"20,624","$95,313.00 "
94133,1754_20180711,July,90,Improper food storage,Low Risk,99,6,"26,827","$40,990.00 "
94116,20116_20171018,October,88,Moderate risk vermin infestation,Moderate Risk,40,10,"42,958","$66,627.00 "
94105,1652_20180615,June,78,Unclean or unsanitary food contact surfaces,High Risk,32,1,"2,058","$88,976.00 "
94114,943_20180426,April,76,Foods not protected from contamination,Moderate Risk,28,7,"30,574","$75,727.00 "
94122,3241_20170714,July,71,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,39,10,"55,492","$60,733.00 "
94102,2589_20170309,March,79,Food safety certificate or food handler card not available,Low Risk,19,5,"28,991","$22,351.00 "
94110,1018_20180208,February,87,Unapproved or unmaintained equipment or utensils,Low Risk,53,3,"74,633","$53,795.00 "
94115,64835_20180926,September,90,Unapproved or unmaintained equipment or utensils,Low Risk,102,4,"33,115","$54,879.00 "
94103,5150_20180507,May,94,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,27,3,"23,016","$31,131.00 "
94103,2854_20190313,March,88,Unclean nonfood contact surfaces,Low Risk,32,1,"23,016","$31,131.00 "
94109,62000_20161107,November,90,Inadequate and inaccessible handwashing facilities,Moderate Risk,19,6,"56,322","$43,444.00 "
94115,1724_20161026,October,83,Inadequate and inaccessible handwashing facilities,Moderate Risk,101,4,"33,115","$54,879.00 "
94102,32872_20170209,February,80,Low risk vermin infestation,Low Risk,50,6,"28,991","$22,351.00 "
94103,2409_20190724,July,87,Unclean or degraded floors walls or ceilings,Low Risk,53,3,"23,016","$31,131.00 "
94103,7407_20190104,January,96,Improper food storage,Low Risk,32,1,"23,016","$31,131.00 "
94121,38072_20180925,September,73,Improper storage use or identification of toxic substances,Low Risk,8,8,"42,473","$61,776.00 "
94114,7457_20180418,April,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,84,3,"30,574","$75,727.00 "
94134,4804_20161206,December,86,Improper thawing methods,Moderate Risk,91,2,"40,134","$54,342.00 "
94110,7772_20190108,January,84,Permit license or inspection report not posted,Low Risk,53,3,"74,633","$53,795.00 "
94110,4449_20171218,December,83,Food safety certificate or food handler card not available,Low Risk,83,9,"74,633","$53,795.00 "
94124,16329_20190110,January,64,Employee eating or smoking,Moderate Risk,54,2,"33,170","$37,146.00 "
94132,5307_20170411,April,96,Low risk vermin infestation,Low Risk,43,10,"26,291","$55,000.00 "
94110,2421_20171113,November,85,Improper cooling methods,High Risk,53,3,"74,633","$53,795.00 "
94112,62179_20190523,May,90,Improper thawing methods,Moderate Risk,90,9,"73,104","$57,629.00 "
94103,59577_20190206,February,73,Unclean or degraded floors walls or ceilings,Low Risk,32,5,"23,016","$31,131.00 "
94110,2317_20170905,September,92,Inadequate ventilation or lighting,Low Risk,53,3,"74,633","$53,795.00 "
94133,1579_20181003,October,92,Improper storage of equipment utensils or linens,Low Risk,106,6,"26,827","$40,990.00 "
94110,1243_20180522,May,94,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,37,3,"74,633","$53,795.00 "
94107,773_20180913,September,98,Low risk vermin infestation,Low Risk,34,1,"17,368","$61,362.00 "
94110,1065_20180711,July,86,Unclean or degraded floors walls or ceilings,Low Risk,53,3,"74,633","$53,795.00 "
94107,3070_20170725,July,75,Unapproved or unmaintained equipment or utensils,Low Risk,32,1,"17,368","$61,362.00 "
94102,57751_20190416,April,94,Insufficient hot water or running water,Moderate Risk,26,4,"28,991","$22,351.00 "
94114,5837_20161102,November,91,Unclean or unsanitary food contact surfaces,High Risk,113,7,"30,574","$75,727.00 "
94133,63755_20190814,August,68,High risk vermin infestation,High Risk,99,6,"26,827","$40,990.00 "
94109,32919_20180501,May,70,Unclean nonfood contact surfaces,Low Risk,20,5,"56,322","$43,444.00 "
94114,3868_20190606,June,89,Unclean or degraded floors walls or ceilings,Low Risk,84,3,"30,574","$75,727.00 "
94109,39665_20180126,January,91,Unclean or degraded floors walls or ceilings,Low Risk,50,4,"56,322","$43,444.00 "
94133,1830_20181211,December,82,Improper food storage,Low Risk,107,6,"26,827","$40,990.00 "
94104,3571_20190409,April,88,Unclean or degraded floors walls or ceilings,Low Risk,108,6,374,"$14,609.00 "
94118,1932_20190725,July,77,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,5,8,"38,939","$61,609.00 "
94118,2256_20190716,July,87,Unapproved or unmaintained equipment or utensils,Low Risk,5,8,"38,939","$61,609.00 "
94121,39608_20180627,June,76,Low risk vermin infestation,Low Risk,8,8,"42,473","$61,776.00 "
94110,27350_20190627,June,75,Unclean or unsanitary food contact surfaces,High Risk,53,3,"74,633","$53,795.00 "
94102,286_20171107,November,83,Improper storage of equipment utensils or linens,Low Risk,20,5,"28,991","$22,351.00 "
94115,18606_20190306,March,84,Unclean or degraded floors walls or ceilings,Low Risk,97,4,"33,115","$54,879.00 "
94133,62435_20180604,June,98,Improper storage of equipment utensils or linens,Low Risk,106,6,"26,827","$40,990.00 "
94123,3875_20180124,January,84,Inadequate and inaccessible handwashing facilities,Moderate Risk,17,4,"22,903","$84,710.00 "
94108,2233_20171108,November,87,Foods not protected from contamination,Moderate Risk,104,6,"13,716","$31,542.00 "
94109,3335_20180228,February,86,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,105,4,"56,322","$43,444.00 "
94110,1003_20190313,March,92,Inadequate dressing rooms or improper storage of personal items,Low Risk,53,3,"74,633","$53,795.00 "
94110,2659_20180327,March,77,High risk food holding temperature,High Risk,83,9,"74,633","$53,795.00 "
94102,3640_20180807,August,92,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,21,4,"28,991","$22,351.00 "
94109,36020_20180501,May,88,Improper food storage,Low Risk,20,5,"56,322","$43,444.00 "
94124,16329_20190806,August,80,Moderate risk food holding temperature,Moderate Risk,54,2,"33,170","$37,146.00 "
94134,4502_20170413,April,77,High risk vermin infestation,High Risk,91,2,"40,134","$54,342.00 "
94115,628_20180504,May,74,Unclean or degraded floors walls or ceilings,Low Risk,103,4,"33,115","$54,879.00 "
94110,1249_20180515,May,74,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,53,3,"74,633","$53,795.00 "
94107,3070_20170725,July,75,Moderate risk food holding temperature,Moderate Risk,32,1,"17,368","$61,362.00 "
94124,23273_20180822,August,94,Moderate risk vermin infestation,Moderate Risk,87,2,"33,170","$37,146.00 "
94102,2924_20161207,December,82,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,50,6,"28,991","$22,351.00 "
94124,30532_20190312,March,81,Inadequate and inaccessible handwashing facilities,Moderate Risk,86,2,"33,170","$37,146.00 "
94109,3285_20190730,July,86,Foods not protected from contamination,Moderate Risk,50,4,"56,322","$43,444.00 "
94114,5606_20170707,July,94,Improper or defective plumbing,Low Risk,28,7,"30,574","$75,727.00 "
94123,665_20171127,November,89,High risk vermin infestation,High Risk,15,4,"22,903","$84,710.00 "
94132,37507_20170926,September,94,Food safety certificate or food handler card not available,Low Risk,42,10,"26,291","$55,000.00 "
94115,5221_20180824,August,81,Unapproved or unmaintained equipment or utensils,Low Risk,97,4,"33,115","$54,879.00 "
94133,38231_20180328,March,92,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,99,6,"26,827","$40,990.00 "
94133,3429_20171121,November,92,Improper or defective plumbing,Low Risk,99,6,"26,827","$40,990.00 "
94110,37407_20190613,June,78,Unclean or degraded floors walls or ceilings,Low Risk,53,3,"74,633","$53,795.00 "
94123,665_20180529,May,87,High risk vermin infestation,High Risk,15,4,"22,903","$84,710.00 "
94110,386_20190117,January,68,Unclean or unsanitary food contact surfaces,High Risk,61,9,"74,633","$53,795.00 "
94133,5940_20181003,October,73,Moderate risk food holding temperature,Moderate Risk,106,6,"26,827","$40,990.00 "
94109,39176_20171219,December,79,High risk vermin infestation,High Risk,105,4,"56,322","$43,444.00 "
94102,7653_20180727,July,98,Unapproved or unmaintained equipment or utensils,Low Risk,22,4,"28,991","$22,351.00 "
94109,3335_20180817,August,85,Moderate risk food holding temperature,Moderate Risk,105,4,"56,322","$43,444.00 "
94117,37755_20190417,April,88,Low risk vermin infestation,Low Risk,26,4,"38,758","$63,983.00 "
94108,121_20180514,May,90,Inadequate and inaccessible handwashing facilities,Moderate Risk,19,6,"13,716","$31,542.00 "
94110,2427_20170710,July,87,Unclean or degraded floors walls or ceilings,Low Risk,53,3,"74,633","$53,795.00 "
94122,1991_20171129,November,86,Moderate risk vermin infestation,Moderate Risk,39,10,"55,492","$60,733.00 "
94124,19373_20170426,April,72,Permit license or inspection report not posted,Low Risk,86,2,"33,170","$37,146.00 "
94102,3769_20171019,October,96,Unclean or degraded floors walls or ceilings,Low Risk,19,6,"28,991","$22,351.00 "
94109,34858_20190701,July,86,Moderate risk food holding temperature,Moderate Risk,50,6,"56,322","$43,444.00 "
94122,5960_20161202,December,91,Unclean nonfood contact surfaces,Low Risk,109,10,"55,492","$60,733.00 "
94107,3070_20190110,January,77,Foods not protected from contamination,Moderate Risk,32,1,"17,368","$61,362.00 "
94115,326_20180123,January,81,Moderate risk food holding temperature,Moderate Risk,102,4,"33,115","$54,879.00 "
94115,9677_20180830,August,89,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,103,8,"33,115","$54,879.00 "
